arquivo,verdadeiro,predito
new0919.png,Gianna,Gianna
new0920.png,Daniela,Danuela
new0921.png,HOMER,tMME
new0922.png,SERENA,Serena
new0923.png,engaged,engaged
new0924.png,fashion,fashion
new0925.png,DUS,Dus
new0926.png,MO,NO
new0927.png,Fruit,Fruit
new0928.png,Mart,Mart
new0929.png,Hatice,Flatice
new0930.png,Groom,Groom
new0931.png,Yar,Yar
new0932.png,emancipation,enancipation
new0933.png,toy,toy
new0934.png,machine,machine
new0935.png,Enjoy!,Enloxy
new0936.png,Enjoy!,Liroy
new0937.png,Coca,Ceaa
new0938.png,SAKAE,SAKaE
new0939.png,Coca,Cot
new0940.png,DORI,DVII
new0941.png,kylie,Beseen
new0942.png,kylie,Losll
new0943.png,KYL,KYL
new0944.png,ENNER,ENNER
new0945.png,VELVET,VELVET
new0946.png,BRATZ,BRA
new0947.png,BRATZ,BRAAZ
new0948.png,kylie,kylie
new0949.png,CAVIAI,Caviar
new0950.png,SNOOP,SNOOP
new0951.png,doggy,doggu
new0952.png,dogg,dogg
new0953.png,Juicy,Juicy
new0954.png,Roller,Rollet
new0955.png,GIC",GICT
new0956.png,Beauty,Beauly
new0957.png,Roller,wih
new0958.png,Lash,Losh
new0959.png,Tog,Tog
new0960.png,frisaT,firee
new0961.png,kogrpelolog,koamelllo
new0962.png,radiohead,radiohead
new0963.png,MISFITS,Misfits
new0964.png,QUEEN,QUEEN
new0965.png,Pizzeria,Pizzeria
new0966.png,Tomatoes,Tmatees
new0967.png,WELCOME,WELCOME
new0968.png,Fabulous,Fabulous
new0969.png,Company,Compony
new0970.png,daqui!,daquil
new0971.png,PIZZA,Pizza
new0972.png,THE,Retata
new0973.png,JESUS,JESUS
new0974.png,CHAIN,CHAIN
new0975.png,AND,ANd
new0976.png,MARY,MARY
new0977.png,Back,Back
new0978.png,Come,Come
new0979.png,GENUINE,GENUINE
new0980.png,TOYS,TOYS
new0981.png,QUALITY,QUALITY
new0982.png,AVG,PVG
new0983.png,HEART,HEART
new0984.png,MCCOY,MSCOY
new0985.png,SPIRIT,SPARIT
new0986.png,OF,OF
new0987.png,THE,THE
new0988.png,TIGER,TIGER
new0989.png,Hello,Hello
new0990.png,sunday,Sunday
new0991.png,CASPER,Casper
new0992.png,STRETCH,STRETCH
new0993.png,Juicy,Juicy
new0994.png,Jim's,Jims
new0995.png,lspoved,Ispoved
new0996.png,BAR,BAR
new0997.png,NEON,NEON
new0998.png,Boutique,Boutiques
new0999.png,eczane,eczane
new1000.png,Mama,Mamar
new1001.png,LiL,LiL
new1002.png,BREWERY,BREWERY
new1003.png,BEAVER,BEAVER
new1004.png,Hamburg,Hamburs
new1005.png,Dungeon,Dungeo
new1006.png,HAFENCITY,HAFENCITY
new1007.png,UND,UND
new1008.png,BlenderR,Blenoer
new1009.png,Burder,Burger
new1010.png,pizza,Pizza
new1011.png,lazza,Lazza
new1012.png,420,420
new1013.png,pizza,Pizza
new1014.png,azza,azza
new1015.png,30,30
new1016.png,04,04
new1017.png,Familia,Familia
new1018.png,Pampellone,Fampellone
new1019.png,Villas,Villas
new1020.png,FRICHTMARES,FRIGHTMARES
new1021.png,AppleR,Apple
new1022.png,WANYA,VANNA
new1023.png,MORRIS,WORRIS
new1024.png,BRANDY,BRANDY
new1025.png,ROLLING,ROLLING
new1026.png,VOODOO,VoODoD
new1027.png,STONES,StONES
new1028.png,LOUNGE,LOUNGE
new1029.png,Beauty,Beauty
new1030.png,Waker,Maker
new1031.png,Michael,Michael
new1032.png,Jackson,Jackson
new1033.png,Red,Redl
new1034.png,Ribbon,Ribbon
new1035.png,NODOUBT,NoDoUbT
new1036.png,RED,RED
new1037.png,MAN,Mow
new1038.png,KOKORO,KOKORO
new1039.png,Jasmin,Jasmin
new1040.png,Fleur,Flear
new1041.png,De,De
new1042.png,DONER,DONER
new1043.png,HOUSE,HOUSE
new1044.png,Relax,Relax
new1045.png,hipsta,hipsta
new1046.png,jelly,jelly
new1047.png,SQUAD,SouaD
new1048.png,DENLALAND,DENTALAWED
new1049.png,Gratidao,Gratidao
new1050.png,SNACK,Sna
new1051.png,SHACK,Shack
new1052.png,BEER,BEER
new1053.png,WELCOME,VeLOoME
new1054.png,TERRIBLE,TERRIBLE
new1055.png,RECHARGE,RECharge
new1056.png,Fabulous,Fabulous
new1057.png,FREE,FREE
new1058.png,WA,his
new1059.png,ATM,xim
new1060.png,Shamrock,Shamrock
new1061.png,City,City
new1062.png,Est.,Est
new1063.png,PUB,PUB
new1064.png,2008,2008
new1065.png,COASTAL,COASTAL
new1066.png,Please,Please
new1067.png,kcep,Keep
new1068.png,Pets,Pets
new1069.png,Enjoy,Enjoy
new1070.png,Your,Your
new1071.png,leash,leash
new1072.png,on,on
new1073.png,Cafe,Cafe
new1074.png,Sorry,Sorry
new1075.png,WE'RE,WERE
new1076.png,OPEN,OPEN
new1077.png,Sun,Sun
new1078.png,Coois,Goo
new1079.png,LIGHT,LIGHT
new1080.png,SUSHI,SUSH
new1081.png,sushi,sushi
new1082.png,OPEN,CPEN
new1083.png,Sushi,Sushi
new1084.png,BEATLES,Beatles
new1085.png,RESTAURANT,Restaurant
new1086.png,DEPOTR,Depots
new1087.png,The,The
new1088.png,OPEN,OPEN
new1089.png,Bar,Bar
new1090.png,IS,is
new1091.png,Betty,Betty
new1092.png,YAAAY!,YAAAY
new1093.png,CROISSA,CroissA
new1094.png,Room,Room
new1095.png,Sicak,Suakk
new1096.png,Amazing,Amazing
new1097.png,Manzara,Manzara
new1098.png,Hot,Hot
new1099.png,Oda,Oda
new1100.png,Wiev,Wiev
new1101.png,Harika,Harika
new1102.png,HAPPY,HAPPY
new1103.png,HOLIDAYS,HOLIDAYS
new1104.png,LET,LET
new1105.png,SNOW,SNOW
new1106.png,IT,iT
new1107.png,CITY,CITY
new1108.png,FISH,FISH
new1109.png,BAR,BAR
new1110.png,IN,in
new1111.png,TOWN,Town
new1112.png,Savour,Savow
new1113.png,Every,Every
new1114.png,Moment,Moment
new1115.png,home,homee
new1116.png,HOME,HOME
new1117.png,sweet,syeet
new1118.png,OSAKA,OSAKA
new1119.png,COUNTDOWN,COUNTDOWN
new1120.png,CHRISTMAS,CHRISTMAS
new1121.png,05,8s
new1122.png,DAYS,days
new1123.png,TO,to
new1124.png,San,San
new1125.png,Diego,Diego
new1126.png,Come,Come
new1127.png,OPEN,OPEN
new1128.png,on,on
new1129.png,in,in
new1130.png,FHOENIX,ehlenxx
new1131.png,princess,princess
new1132.png,Weezer,Weezer
new1133.png,Lara,Lara
new1134.png,modas,Mobs
new1135.png,CHERRY,CHERRY
new1136.png,.RED,RED
new1137.png,PIT,PI
new1138.png,SPIT,SPI
new1139.png,BARN.,BARNY
new1140.png,welcome,welcome
new1141.png,DONUTS,DONUTS
new1142.png,The,The
new1143.png,Pizza,Pizza
new1144.png,Club,Club
new1145.png,The,The
new1146.png,Pizza,Pizza
new1147.png,Mari,Mari
new1148.png,MENOS,MENOS
new1149.png,EROS,EROS
new1150.png,MAS,MASI
new1151.png,DALE,DALE
new1152.png,Last,Last
new1153.png,Will,Wiu
new1154.png,Simplicity,Simpllicity
new1155.png,Welcome!,Welcomel
new1156.png,yuse,a
new1157.png,WORLD,a
new1158.png,TRIGGER,I
new1159.png,RUFFO,RUFFO
new1160.png,COFFEE,COFFEE
new1161.png,experian,experian
new1162.png,E&M,F8M
new1163.png,Mugs,Mugs
new1164.png,MONTANA,MONTANA
new1165.png,MONTANA,MONTANA
new1166.png,COFFEE,corret
new1167.png,U.Bobra,UBobra
new1168.png,Hollywood,Hollywood
new1169.png,WAX,NAX
new1170.png,MUSEUM,Museum
new1171.png,Creamery,Greanery
new1172.png,NOVELTIES,noveLTIes
new1173.png,LoLLee,Lollee
new1174.png,SHAQ,SHiA
new1175.png,KOBE,arby
new1176.png,LAKER,JAKER
new1177.png,black,black
new1178.png,air,the
new1179.png,isa,th
new1180.png,niche,pec
new1181.png,brand,prang
new1182.png,c,a
new1183.png,New,New
new1184.png,Edition,Edition
new1185.png,REUNION,REUNION
new1186.png,TOUR,TOUR
new1187.png,Studio,Studie
new1188.png,Kids,kids
new1189.png,Motriz,Motriz
new1190.png,Playboy,Playboy
new1191.png,Safety,Safety
new1192.png,FIVE,five
new1193.png,ISLANDS,ISLANDS
new1194.png,AMUSEMENT,AMUSEMENT
new1195.png,PARK,PARK
new1196.png,SMITHS,SMITHS
new1197.png,THE,THE
new1198.png,DIG,DIG
new1199.png,BeC,BC
new1200.png,OUT,ov
new1201.png,YOUR,YOU
new1202.png,SOUL,SOUL
new1203.png,KiDS,Kos
new1204.png,PARK,PARK
new1205.png,ala,ala
new1206.png,Ritus,Ritus
new1207.png,Manicure,Manicure
new1208.png,Cafe,Cafe
new1209.png,SlipknoT,SliPknet
new1210.png,PIXAR,PIEAR
new1211.png,PIER,PIER
new1212.png,Shaky,Shaky
new1213.png,Gaga,Gaga
new1214.png,Gaga,Gaga
new1215.png,Shaky*,shaky
new1216.png,TINKER,BANER
new1217.png,BELL,BELL
new1218.png,BEATLES,Beatles
new1219.png,Averboukh,Averboukl
new1220.png,Place,Place
new1221.png,Malina,Malina
new1222.png,BOYS,BUYS
new1223.png,MISFITS,Misfiss
new1224.png,TREASURE,TREASURE
new1225.png,HUNT,HuNt
new1226.png,Let's,Lets
new1227.png,Pizza,Pizzs
new1228.png,Villa,Villa
new1229.png,Victoria,Victoria
new1230.png,Bawa,Bawa
new1231.png,Mawa,Mawa
new1232.png,Peppers,PePPers
new1233.png,PiZZA,Pizza
new1234.png,family,family
new1235.png,Barbi,Barbi
new1236.png,Barbi,Barbi
new1237.png,Kinky,Kinky
new1238.png,hair,hair
new1239.png,Mishka,Miskka
new1240.png,Ricky,Ricky
new1241.png,MIKKI,Mikki
new1242.png,Studis,Stddi
new1243.png,Cake,Cake
new1244.png,Cake,t
new1245.png,Cake,Care
new1246.png,Decor,Decor
new1247.png,Decor,Deca
new1248.png,Decor,I
new1249.png,Dec,the
new1250.png,Beauty,Beauty
new1251.png,maker,Maker
new1252.png,BiuSTY,Biusty
new1253.png,My,My
new1254.png,LiTTLE,Little
new1255.png,RASCALS,rascals
new1256.png,Learn,learn
new1257.png,SUPER,SUPER
new1258.png,MOM,mam
new1259.png,sing,sing
new1260.png,re,re
new1261.png,Mousies,Mousies
new1262.png,CAPTAIN,CAPTAIN
new1263.png,AMERICA,AMERICA
new1264.png,Frozen,Frozen
new1265.png,Mix,Mix
new1266.png,WU-,WU
new1267.png,TANG,TANG
new1268.png,ELAN,tnow
new1269.png,JEN,ten
new1270.png,JEN,Jen
new1271.png,TEA,TEA
new1272.png,TEA,TEA
new1273.png,I'M,rm
new1274.png,SCARECROW,SCARECROW
new1275.png,MAN!,MANI
new1276.png,THE,THE
new1277.png,Janet,Janet
new1278.png,Concert,Concert
new1279.png,MAKE,Make
new1280.png,HORNY,,HORNY
new1281.png,BABY?,BABY
new1282.png,I,I
new1283.png,DO,00
new1284.png,YOU,you
new1285.png,ZOMBIE,ZOMBIE
new1286.png,SURVIVED,SURUFUED
new1287.png,I,I
new1288.png,GORillaz,GoRiLaZ
new1289.png,baby,baby
new1290.png,Berlin,Berlin
new1291.png,Dungeon,Doungon
new1292.png,THIS,THIS
new1293.png,WORKOUT,WORKOUT
new1294.png,SHIRT,SHIRT
new1295.png,BADASS,BADASS
new1296.png,WITH,with
new1297.png,ASS,ASS
new1298.png,BE,BE
new1299.png,A,A
new1300.png,GOOD,GOoD
new1301.png,A,A
new1302.png,GANG,SANO
new1303.png,STARR,STARR
new1304.png,Maryorl,Marjoli
new1305.png,Della,Della
new1306.png,Rovers,Rovele
new1307.png,Cenerentola,Tererentoly
new1308.png,SPONGEBOB,SPONNGEOB
new1309.png,suede,suede
new1310.png,Coming,Coning
new1311.png,Up,U
new1312.png,MARILYN,MAILYN
new1313.png,MANSON,MANSON
new1314.png,SlipknoT,SlipknoT
new1315.png,trieD,tried
new1316.png,exercise,exercuise
new1317.png,Eat,Eat
new1318.png,repeaT...,repeante
new1319.png,ORMES,ORMES
new1320.png,MTCURPE,MTCURPE
new1321.png,ORMES,ORMES
new1322.png,MTCURPE,ITCURPE
new1323.png,HXE,HXE
new1324.png,green,greene
new1325.png,SAR,Sh13
new1326.png,wizard,wifeed
new1327.png,AWA,the
new1328.png,TINE,the
new1329.png,gungchi,gweggei
new1330.png,saiawatin,wrawah
new1331.png,gungchi,gumrgchi
new1332.png,SAR,Sar
new1333.png,wizard,Wizard
new1334.png,AWA,the
new1335.png,TINE,Tine
new1336.png,rawatine,gravalin
new1337.png,green,green
new1338.png,LOCA,loca
new1339.png,PEOPL,REOPL
new1340.png,PEOPLE,PeoPLe
new1341.png,LOCA,LOGA
new1342.png,PLE,PLE
new1343.png,CA,CA
new1344.png,Starborn,Slaubon
new1345.png,PEOPLE,PEOPLE
new1346.png,LOCA,LOGA
new1347.png,SUPKELHC,Suftens
new1348.png,SUPKELHC,SoPlEZHi
new1349.png,breaking,breaking
new1350.png,Heart,Heant
new1351.png,OWN,oyn
new1352.png,breaking,breaking
new1353.png,Heart,Head
new1354.png,Jobx,Tee
new1355.png,Same,Same
new1356.png,places,epaces
new1357.png,PEACH,Ce
new1358.png,SPACE,SPACE
new1359.png,Vernich,Vernich
new1360.png,ten,ate
new1361.png,Vernichten,Vervichles
new1362.png,FASHIOV,FISHIOV
new1363.png,MODELLING,NODELLING
new1364.png,FASHIOV,FISHIOU
new1365.png,MODELLING,MODELLING
new1366.png,let's,lets
new1367.png,no,no
new1368.png,sezo,sezo
new1369.png,Battle,Pottle
new1370.png,Puppy,Puppy
new1371.png,KITTY,KITTY
new1372.png,PARTY,PARTY
new1373.png,ENENSS,ENAWISSS
new1374.png,Tihik,Tibik
new1375.png,Sezouet,Bezouet
new1376.png,SEZO,SUe
new1377.png,TiHiKS,filfiks
new1378.png,SEZO!,Stza
new1379.png,SUA,SUA
new1380.png,MOMEN,MOMIE
new1381.png,theiulnd,theiulnd
new1382.png,walt,walt
new1383.png,Wend,Wen
new1384.png,Delete,Delet
new1385.png,Chees,Chees
new1386.png,Food!,Foedl
new1387.png,CNAT,C1rt
new1388.png,IUPOOR,Iupouf
new1389.png,Rues,Rues
new1390.png,AKPRA,AKFRA
new1391.png,QEKKIT,OCKKIT
new1392.png,H,v
new1393.png,4US,4US
new1394.png,NEW,NEW
new1395.png,4US,4US
new1396.png,MAXDEPY,MAXDEPY
new1397.png,MAXDEPY,MAXDEFY
new1398.png,ROEPISND,BOFRISND
new1399.png,BUFU,BUFU
new1400.png,Bckrap,Bckrap
new1401.png,Hszhju,Henj
new1402.png,DON'T,DONT
new1403.png,ALONE,ALONE
new1404.png,CHANYOOU,Caawyoo
new1405.png,CHANYOOU,Clawycol
new1406.png,ARTSIR,AITSIR
new1407.png,Bekearless,Refeauess
new1408.png,ER,TIgEe
new1409.png,are,are
new1410.png,PEACH,PEACH
new1411.png,HTCU,HTCU
new1412.png,GREAT,GREAT
new1413.png,WORK!,WoRky
new1414.png,HOHEHT,HOHEHT
new1415.png,HAHAHA,HAXAHA
new1416.png,LEISORE,LEISBRE
new1417.png,HOHEHT,HOHEHT
new1418.png,TIHE,TIHE
new1419.png,1967,1967
new1420.png,Suyborce,Suflrce
new1421.png,SPACE,SPACE
new1422.png,HEPO,HERO
new1423.png,KEEP,keep
new1424.png,CUTE,CUTE
new1425.png,DMXB,DMXE
new1426.png,PANIOS,PANIOS
new1427.png,FASHION,FISKION
new1428.png,MODE,MODE
new1429.png,together,together
new1430.png,go,g0
new1431.png,Let's,lets
new1432.png,ILING,ELING
new1433.png,PN,Py
new1434.png,Attractive,Altaccive
new1435.png,SCENERY,SCENERY
new1436.png,Beginning,Bezinning
new1437.png,EXFRCISE,EXERCISE
new1438.png,TURNTHESRY,TURNTHESRY
new1439.png,LLT'S,LLTS
new1440.png,ROCK,Rack
new1441.png,Dark,Dark
new1442.png,Matte,Matte
new1443.png,aduance,adoance
new1444.png,to,to
new1445.png,not,not
new1446.png,Dark,Dark
new1447.png,Matte,Matte
new1448.png,advance,advance
new1449.png,to,to
new1450.png,not,not
new1451.png,INNOVATION,INNIAAION
new1452.png,TIDEEKU,Doe
new1453.png,TIDEEKU,aee
new1454.png,SOAT,SCAT
new1455.png,RDGE,RDGF
new1456.png,SOAT,SOAT
new1457.png,IHKKE,IHKKE
new1458.png,ATIHIK,RDCE
new1459.png,SOAT,SWAT
new1460.png,RDGF,RDGE
new1461.png,colour,coloor
new1462.png,SAME,shvee
new1463.png,EKIN,EKIN
new1464.png,BROWN,brown
new1465.png,GUM,GVm
new1466.png,HOXP,Hodp
new1467.png,TAKKEP,TAkPEP
new1468.png,Weywt,Veeyleatt
new1469.png,HOXP,Slox
new1470.png,TAKKEP,TARKEP
new1471.png,Mao,Ms
new1472.png,HEi!,Hev
new1473.png,SAY,say
new1474.png,Face,Face
new1475.png,HEi!,Hey
new1476.png,Mao,Mas
new1477.png,Face,Face
new1478.png,Valais,Valais
new1479.png,Dladse,Dlaclasss
new1480.png,NY,Nl
new1481.png,WONDERFUL,WONDERFOL
new1482.png,HERE,HEPE
new1483.png,GRND,GAEND
new1484.png,THIS,This
new1485.png,FLOWER,FLOWLR
new1486.png,summer,summer
new1487.png,sun,sun
new1488.png,FLOWER,FLOWER
new1489.png,COLOUR,COLOUR
new1490.png,cood,Cood
new1491.png,summer,summer
new1492.png,sun,sun
new1493.png,FLOWER,FLOWER
new1494.png,COLOUR,COLOUR
new1495.png,OH!,OHI
new1496.png,ROAR,ROAR
new1497.png,Desert,Oesert
new1498.png,gone,zone
new1499.png,pretty,Pretty
new1500.png,Because,b
new1501.png,Because,erittee
new1502.png,STAMENS,STAMENS
new1503.png,she,3
new1504.png,is,a
new1505.png,my,7
new1506.png,rose,o
new1507.png,she,f
new1508.png,is,v
new1509.png,my,I
new1510.png,rose,X
new1511.png,peach,peach
new1512.png,AUTHOR,AUTHOd
new1513.png,FOR,for
new1514.png,ORECVRY,mer
new1515.png,MAY,MAy
new1516.png,C,a
new1517.png,HDORE,ADORE
new1518.png,SOND,E0ND
new1519.png,ARTIST,NIIST
new1520.png,Rearrange,Rearrange
new1521.png,combine,combine
new1522.png,popular,repular
new1523.png,MSICROW,Mscee
new1524.png,CLUB,CLUB
new1525.png,Love,Lev
new1526.png,Sugary,Shl
new1527.png,CORECVRY,ZOREEVAY
new1528.png,It,SG
new1529.png,to,to
new1530.png,took,Sook
new1531.png,all,all
new1532.png,any,bocen
new1533.png,luck,weth
new1534.png,meet,meet
new1535.png,you,you
new1536.png,SPRING,SPRING
new1537.png,Sakura,Sakura
new1538.png,MOMOKO,MomOko
new1539.png,householD,hoUSehOID
new1540.png,YLBOILING,VLEOTLING
new1541.png,CALL,CALL
new1542.png,YOUR,Tout
new1543.png,NAME,NAME
new1544.png,ME,ME
new1545.png,By,3y
new1546.png,OUTPICNIC,OUTPICNIC
new1547.png,FUN,fuN
new1548.png,milk,Milk
new1549.png,The,The
new1550.png,girl,9irs
new1551.png,HAPPY,Happy
new1552.png,EVERY,EVERY
new1553.png,DAY,0ny
new1554.png,LOVE,LOvE
new1555.png,SWEET,SWEET
new1556.png,congratulation!,congreteiationst
new1557.png,UOAR,a
new1558.png,Pochacco~,Pochossoe
new1559.png,Pochacco~,Rochosttars
new1560.png,Mmlg,Mmlg
new1561.png,Puchacco,Puchaceo
new1562.png,SWEET,SWEET
new1563.png,SWEET,sWEET
new1564.png,Bear,Bear
new1565.png,Bear,Bear
new1566.png,Bear,Bear
new1567.png,Sleep,Sleep
new1568.png,Sleep,Sleep
new1569.png,rabbit,rabbit
new1570.png,rabbit,Daaloii
new1571.png,UMIR,UMIR
new1572.png,BENAN,BENAN
new1573.png,rabbit,rabbit
new1574.png,rabbit,rabbit
new1575.png,Beautiful,Beautifuls
new1576.png,Day,Day
new1577.png,Happy,Happy
new1578.png,Time,Time
new1579.png,nice,the
new1580.png,nice,nice
new1581.png,nice,Iiid
new1582.png,nice,nice
new1583.png,day,jay
new1584.png,day,day
new1585.png,day,pwb
new1586.png,day,day
new1587.png,Queen,Que
new1588.png,DInosaur,Dinosaur
new1589.png,Queen,Quu
new1590.png,Dinosaur,Dinosaur
new1591.png,Queen,Quie
new1592.png,nice,nice
new1593.png,day,day
new1594.png,Sunshine,Sunshine
new1595.png,welcome,welcme
new1596.png,LOTSO,LoT5o
new1597.png,Duck,Duck
new1598.png,luck!,IUCKI
new1599.png,UOOU,UOOU
new1600.png,HAPPY,Happy
new1601.png,APPY,APP
new1602.png,Sweet,Sre
new1603.png,qau,Sae
new1604.png,Lemons,Lemons
new1605.png,Bear,Bear
new1606.png,Bear,19I8
new1607.png,Bear,Bear
new1608.png,Bear,TUSS
new1609.png,Cherry,Cherry
new1610.png,Cherry,Cherny
new1611.png,Cherry,Cherry
new1612.png,Cherry,Chesny
new1613.png,Cherry,Cherhy
new1614.png,Cherry,Cherty
new1615.png,Coffee,Coffee
new1616.png,HELLO,HELLO
new1617.png,HELLO,HELLO
new1618.png,HELLO,hEEEI
new1619.png,HELLO,HELLO
new1620.png,HELLO,HELLO
new1621.png,Nice,Nice
new1622.png,Day,Day
new1623.png,DORAEMON,DIRABAGN
new1624.png,BEA,BEA
new1625.png,CLEV,CLEV
new1626.png,HAPPY,mappy
new1627.png,Happy,Happy
new1628.png,Happy,Hafpy
new1629.png,BiRthday!,Birthdayll
new1630.png,BiRtHDay!,BiREhDay
new1631.png,HAP,HaP
new1632.png,BIRTH,BIRT1
new1633.png,YVESSAINT,MesSaint
new1634.png,Bi,Bi
new1635.png,Birthday,Birthdas
new1636.png,Happy,HPPPY
new1637.png,HAPPY,HAP
new1638.png,BIRTHDAY,BITHHY
new1639.png,Happy,SeE
new1640.png,Birthday,Bitdlau
new1641.png,Birthday!,Bull
new1642.png,Happy,Harry
new1643.png,Birthday!,Bitthaayl
new1644.png,BIRTHDAY,BIRTHDAY
new1645.png,HAPPY,HAPPY
new1646.png,Happy,HaPpy
new1647.png,BiRtHDay,BiRthDay
new1648.png,HAPPY,CORLY
new1649.png,BIRTH,GRTh
new1650.png,DAY,CAY
new1651.png,Happy,Happy
new1652.png,BiRthday!,Birthddyyg
new1653.png,AUTUMN,AuTUAN
new1654.png,SPRING,SPRING
new1655.png,HEY,o
new1656.png,Bunny,Bunny
new1657.png,LOVE,Love
new1658.png,strawberry,strawberry
new1659.png,Lovely,Lovely
new1660.png,Lovely,Lovely
new1661.png,ppy,PPY
new1662.png,ON,o
new1663.png,rabbit,rabbit
new1664.png,rabbit,rolleit
new1665.png,strawberry,gurawberry
new1666.png,happy,happy
new1667.png,"Lucky,KLocky
new1668.png,Day,Day
new1669.png,Robbit",Rabbits
new1670.png,DAY,DAF
new1671.png,happy,happy
new1672.png,"Lucky,Cucky
new1673.png,Day,Day
new1674.png,Rabbit",Rabbity
new1675.png,strawberry,strawbery
new1676.png,SHAPES,ShApES
new1677.png,strawberry,srawber
new1678.png,SHAPES,g
new1679.png,Flower,Flower
new1680.png,Cake,Cake
new1681.png,sunny,sunny
new1682.png,Be,Be
new1683.png,Flower,Flower
new1684.png,PiG,Cs
new1685.png,Love,Loye
new1686.png,Call,Call
new1687.png,PiG,6
new1688.png,Nice,Nice
new1689.png,Nice,Nice
new1690.png,day,day
new1691.png,day,day
new1692.png,day,day
new1693.png,Nice,Hice
new1694.png,Nice,Nice
new1695.png,Nice,Nice
new1696.png,day,day
new1697.png,BABY,BABY
new1698.png,PUPPY,PUPPY
new1699.png,LET,LET
new1700.png,CAT,CAT
new1701.png,TER,TER
new1702.png,day,day
new1703.png,DVE,fee
new1704.png,WHAT'S,WhaTs
new1705.png,UP,Up
new1706.png,DOC,Doc
new1707.png,?,2
new1708.png,nice,Nice
new1709.png,Day,Day
new1710.png,CINNAMOROLL,CINNAMOROLL
new1711.png,"Luck",Clucky
new1712.png,melody,melody
new1713.png,Duffy,Duffy
new1714.png,LOVE,LOVE
new1715.png,MY,mY
new1716.png,Friend,Friend
new1717.png,Alien,Alien
new1718.png,Dale,tale
new1719.png,YUMMY,Yunny
new1720.png,Barsetto,Barselto
new1721.png,Barsetto,Barsetto
new1722.png,HAP,har
new1723.png,PY,py
new1724.png,HAP,HAr
new1725.png,PY,py
new1726.png,HAP,HaP
new1727.png,PY,py
new1728.png,Happy,Happy
new1729.png,Dog,Dog
new1730.png,HELLO,HELLO
new1731.png,BEAR",BEArS
new1732.png,TOY,TOY
new1733.png,HELLO,HELLO
new1734.png,BEAR",BEARS
new1735.png,luck,luck
new1736.png,Sweet,Sweet
new1737.png,WX,wix
new1738.png,.frogs.,try
new1739.png,.frogs.,fro
new1740.png,Nice...,Nices
new1741.png,HAPPY,Hadpy
new1742.png,BATAKE,Baikk
new1743.png,BATAKE,Balve
new1744.png,Cinnamoroll,Cinnamoroll
new1745.png,YVESSAINTLAURENT,I
new1746.png,MY,Ny
new1747.png,MELODY,MELODY
new1748.png,YSL,t
new1749.png,baby,baby
new1750.png,ba,I
new1751.png,HAPPY,Hajppy
new1752.png,Bear,Bear
new1753.png,Be,Be
new1754.png,smile,smile
new1755.png,Bear,Bear
new1756.png,SWEET,SWEET
new1757.png,GIRL,GIRL
new1758.png,ANIMAL,ANIMAL
new1759.png,pet,pet
new1760.png,gatheRiNgs,gatherings
new1761.png,party,party
new1762.png,WOOYA,woyp
new1763.png,ANSEUN,ANSEON
new1764.png,NORYA,VAYON
new1765.png,you,You
new1766.png,are,are
new1767.png,My,Miz
new1768.png,DUMP,t
new1769.png,LLLLL,ull
new1770.png,TRUCK,LOUC
new1771.png,UANG,uAng
new1772.png,REN,REN
new1773.png,UN,UNN
new1774.png,OF,I
new1775.png,OO,00
new1776.png,HOPE!,HOPET
new1777.png,HOBI,HoBl
new1778.png,WOOYA,woyp
new1779.png,HANSEU!N!,HANSEON
new1780.png,OWGZ,Swaie
new1781.png,BEAUTY,BEAUTY
new1782.png,PEACH,PEACH
new1783.png,BEAUTY,BEAUTY
new1784.png,BEAUTY,BEVUTY
new1785.png,PEACH,PEACH
new1786.png,HAPPY,HAppy
new1787.png,Lovely,Lovely
new1788.png,Strawberry,Strawberry
new1789.png,bear,bear
new1790.png,Strawberry,strawberry
new1791.png,Lovely,Lovely
new1792.png,bear,bear
new1793.png,Kuromi,kuroni
new1794.png,LUCK,Luck
new1795.png,You,You
new1796.png,the,the
new1797.png,best,best
new1798.png,are,are
new1799.png,Kuromi,Kuromi
new1800.png,Good,God
new1801.png,my,My
new1802.png,melody,Melody
new1803.png,Hello,Hello
new1804.png,Kitty,Kitty
new1805.png,Pompompurin,Pompompurin
new1806.png,Cinnamoroll,Cinnamoroll
new1807.png,Pohacco,Pochacco
new1808.png,peko,Peko
new1809.png,KUROMI,tuRom
new1810.png,Chars,Chahg
new1811.png,Eat,ge
new1812.png,chanmina,chowiing
new1813.png,oKuromi,Kuromi
new1814.png,KUROMI,kuromy
new1815.png,KUROMI,gee
new1816.png,KUROMI,I
new1817.png,HAPPY,the
new1818.png,BIRTHDAY,saee
new1819.png,KUROMI,KURONAY
new1820.png,KUROMI,f
new1821.png,KUROMI,KUROMI
new1822.png,KUROMI,the
new1823.png,DREAM,DREAM
new1824.png,GOOD,GOOD
new1825.png,TIME,TIME
new1826.png,Rabbit!,Rabbite
new1827.png,happy,hoppy
new1828.png,Nice,Y
new1829.png,eah~,eoh
new1830.png,Bear,Bear
new1831.png,HAPPY,HAPPY
new1832.png,BIRTHDAY,BIRTHCAY
new1833.png,YAY,VAy
new1834.png,YOUR,YOUR
new1835.png,BIRTHDAY!,Blorena
new1836.png,HAPPY,make
new1837.png,BIRTHDAY,Blrl
new1838.png,5,5
new1839.png,IT'S,TS
new1840.png,HAPPY,AAPPY
new1841.png,5,5
